Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RV Uthappa,17,39,5,9,24,6,True,caught,R Ashwin
G Gambhir,1,0,1,0,0,0,True,caught,IC Pandey
MK Pandey,20,15,11,7,8,0,True,caught,R Ashwin
SA Yadav,26,16,14,12,4,0,True,caught,MM Sharma
YK Pathan,18,13,9,13,0,0,True,bowled,DJ Bravo
RN ten Doeschate,27,38,10,14,12,12,False,,
AD Russell,4,4,0,4,0,0,True,run out,
PJ Cummins,1,0,2,0,0,0,True,caught,DJ Bravo
PP Chawla,2,0,2,0,0,0,True,caught,DJ Bravo
UT Yadav,1,0,1,0,0,0,True,bowled,A Nehra
GB Hogg,1,2,0,2,0,0,False,,
