Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
IC Pandey,2,17,7,3,8,6,1,1
A Nehra,4,38,7,16,16,6,1,1
MM Sharma,3,23,6,11,12,0,1,1
R Ashwin,2,5,8,5,0,0,0,2
RA Jadeja,3,11,10,7,4,0,0,0
SK Raina,3,11,9,11,0,0,1,0
DJ Bravo,3,22,8,8,8,6,1,3
