Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
AB Dinda,4,32,13,8,24,0,1,3
I Sharma,3,27,8,5,16,6,1,0
Umar Gul,4,37,14,13,12,12,10,1
SC Ganguly,4,25,11,13,0,12,1,2
M Kartik,3,29,8,7,4,18,2,0
LR Shukla,2,15,5,7,8,0,1,1
