Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MS Bisla,3,1,5,1,0,0,True,bowled,R Shukla
G Gambhir,22,22,12,12,4,6,True,caught,SK Trivedi
JH Kallis,1,0,2,0,0,0,True,caught,R Shukla
MK Tiwary,13,14,5,10,4,0,True,lbw,SK Trivedi
EJG Morgan,37,51,17,21,12,18,True,bowled,KK Cooper
YK Pathan,2,0,2,0,0,0,True,caught,KK Cooper
LR Shukla,9,2,8,2,0,0,True,caught,SK Trivedi
R Bhatia,7,12,2,4,8,0,True,caught,SW Tait
B Lee,6,5,4,1,4,0,True,caught,S Sreesanth
Mohammed Shami,10,5,6,5,0,0,True,caught,KK Cooper
SP Narine,2,2,0,2,0,0,False,,
