Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
VR Aaron,4,20,17,6,8,6,4,2
O Thomas,4,31,8,13,12,6,3,1
JC Archer,4,27,13,9,0,18,1,0
S Gopal,3,31,9,3,16,12,1,1
R Parag,1,7,2,3,4,0,0,0
JD Unadkat,4,49,8,9,16,24,1,1
