Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
YS Chahal,4,6,18,6,0,0,0,1
NA Saini,4,22,17,8,8,6,3,0
MM Ali,4,19,15,7,12,0,0,1
UT Yadav,3,12,10,8,4,0,1,0
Mohammed Siraj,2,5,8,5,0,0,0,1
S Dube,1,2,3,2,0,0,1,0
