Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
V Sehwag,2,0,2,0,0,0,True,caught,MM Sharma
J Botha,20,23,12,5,12,6,True,caught,R Ashwin
UBT Chand,12,16,8,2,8,6,True,caught,MM Sharma
DA Warner,37,44,11,30,8,6,True,caught,JA Morkel
KM Jadhav,4,2,2,2,0,0,True,caught,JA Morkel
BJ Rohrer,5,4,3,4,0,0,True,caught,JA Morkel
RE van der Merwe,15,14,7,10,4,0,True,caught,R Ashwin
IK Pathan,5,4,1,4,0,0,True,bowled,DJ Bravo
UT Yadav,9,12,2,6,0,6,False,,
A Nehra,1,0,1,0,0,0,True,caught,DJ Bravo
S Kaul,9,7,5,7,0,0,False,,
