Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MA Agarwal,12,16,5,8,8,0,True,caught,MS Gony
TM Dilshan,8,7,5,3,4,0,True,caught,I Sharma
Z Khan,3,0,3,0,0,0,True,bowled,DW Steyn
V Kohli,48,71,19,33,20,18,True,bowled,MS Gony
AB de Villiers,7,0,7,0,0,0,True,caught,MS Gony
SS Tiwary,10,7,4,7,0,0,True,caught,A Mishra
CA Pujara,15,25,3,9,16,0,True,caught,DW Steyn
JJ van der Wath,1,0,1,0,0,0,True,caught,DW Steyn
R Ninan,5,3,3,3,0,0,True,caught,DT Christian
DL Vettori,5,3,3,3,0,0,False,,
S Aravind,3,2,3,2,0,0,False,,
