Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
Mandeep Singh,8,9,6,1,8,0,True,bowled,SL Malinga
SE Marsh,11,10,6,6,4,0,True,caught,PP Ojha
M Vohra,2,1,1,1,0,0,True,caught,MG Johnson
DJ Hussey,18,34,6,8,20,6,True,caught,PP Ojha
DA Miller,32,56,10,22,4,30,True,caught,MG Johnson
Gurkeerat Singh,4,2,2,2,0,0,True,caught,Harbhajan Singh
Azhar Mahmood,12,9,7,5,4,0,True,caught,Harbhajan Singh
MS Gony,3,0,3,0,0,0,True,caught,Harbhajan Singh
PP Chawla,10,12,5,6,0,6,True,caught,DS Kulkarni
P Kumar,14,24,8,8,4,12,True,caught,DS Kulkarni
P Awana,2,0,2,0,0,0,False,,
