Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DL Chahar,1,17,3,1,4,12,1,0
Harbhajan Singh,2,11,5,7,4,0,0,1
SR Watson,4,37,9,11,20,6,2,2
RA Jadeja,2,19,6,3,4,12,0,1
Imran Tahir,4,26,11,12,8,6,1,0
SN Thakur,4,37,11,9,4,24,1,1
DJ Bravo,3,50,3,8,0,42,0,0
