Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
VS Malik,3,19,9,7,12,0,0,0
JP Faulkner,4,23,10,15,8,0,1,0
SR Watson,4,22,15,14,8,0,4,0
SK Trivedi,2,21,5,5,16,0,1,0
KK Cooper,4,32,8,16,16,0,0,2
STR Binny,3,16,9,12,4,0,2,1
