Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
B Kumar,4,13,13,7,0,6,1,1
Sandeep Sharma,3,30,6,8,16,6,0,2
S Kaul,4,31,11,11,20,0,2,2
CR Brathwaite,3,30,8,6,12,12,2,0
Rashid Khan,4,11,14,11,0,0,0,2
Shakib Al Hasan,2,20,1,10,4,6,0,0
