Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
SK Raina,2,24,4,6,0,18,0,0
P Kumar,2,16,5,8,8,0,0,1
Tejas Baroka,4,33,6,13,8,12,0,0
DS Kulkarni,2,17,2,9,8,0,0,0
S Kaushik,4,28,8,16,12,0,1,0
Basil Thampi,2,19,5,7,12,0,2,0
