Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
SC Ganguly,19,12,13,8,4,0,True,caught,Joginder Sharma
BB McCullum,11,24,5,4,8,12,True,caught,JDP Oram
RT Ponting,1,0,1,0,0,0,True,caught,JDP Oram
WP Saha,16,27,9,1,20,6,True,bowled,MS Gony
DJ Hussey,2,0,2,0,0,0,True,caught,P Amarnath
Mohammad Hafeez,23,16,11,12,4,0,True,caught,P Amarnath
LR Shukla,32,42,12,20,16,6,True,run out,
AB Agarkar,8,11,3,7,4,0,True,caught,MS Gony
M Kartik,3,3,1,3,0,0,True,caught and bowled,JDP Oram
I Sharma,3,4,0,4,0,0,False,,
