Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DL Chahar,2,20,4,6,8,6,0,0
SN Thakur,4,44,12,10,4,30,2,2
Harbhajan Singh,2,24,6,2,4,18,0,0
RA Jadeja,2,22,4,6,4,12,4,0
SR Watson,2,20,3,10,4,6,1,0
Imran Tahir,4,35,5,19,4,12,0,2
DJ Bravo,4,32,13,12,8,12,1,2
