Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
I Sharma,4,19,16,7,12,0,3,1
CH Morris,4,37,7,13,12,12,1,2
K Rabada,4,42,10,8,16,18,0,2
AR Patel,4,30,10,10,8,12,0,0
KMA Paul,4,45,3,23,16,6,1,2
