Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
S Sreesanth,4,26,14,10,16,0,4,2
IK Pathan,4,30,12,14,4,12,3,0
VRV Singh,4,33,11,15,12,6,3,1
PP Chawla,3,35,6,9,8,18,1,1
JR Hopes,4,34,10,16,12,6,4,0
Yuvraj Singh,1,8,1,4,4,0,0,0
