Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MA Agarwal,5,8,2,2,0,6,True,bowled,R Vinay Kumar
Q de Kock,28,40,11,12,16,12,True,caught,KH Pandya
KK Nair,8,8,3,4,4,0,True,caught,Harbhajan Singh
SV Samson,11,6,6,6,0,0,True,run out,
RR Pant,17,23,6,9,8,6,True,bowled,JJ Bumrah
JP Duminy,8,9,4,5,4,0,True,caught,JJ Bumrah
CH Morris,16,20,7,6,8,6,True,run out,
A Mishra,5,1,4,1,0,0,True,bowled,JJ Bumrah
S Nadeem,4,1,4,1,0,0,False,,
Imran Tahir,7,5,5,1,4,0,True,run out,
Z Khan,4,2,2,2,0,0,True,bowled,KH Pandya
