Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MK Pandey,1,0,1,0,0,0,True,caught,RJ Harris
R Dravid,34,49,14,17,32,0,True,caught,A Symonds
JH Kallis,37,27,18,23,4,0,True,caught,PP Ojha
RV Uthappa,19,34,5,16,0,18,True,bowled,Harmeet Singh
LRPL Taylor,4,1,4,1,0,0,True,bowled,RP Singh
V Kohli,4,3,2,3,0,0,True,caught,PP Ojha
CL White,3,4,1,4,0,0,True,caught,RP Singh
R Vinay Kumar,7,4,6,4,0,0,True,bowled,RJ Harris
DW Steyn,1,0,1,0,0,0,True,lbw,Harmeet Singh
A Kumble,4,2,2,2,0,0,False,,
KP Appanna,1,1,0,1,0,0,True,run out,
