Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
GD McGrath,2,18,4,6,0,12,0,1
PJ Sangwan,1,11,4,1,4,6,1,1
A Mishra,2,21,2,9,0,12,0,1
V Sehwag,1,21,1,3,12,6,1,0
MF Maharoof,1,11,1,5,0,6,1,0
R Bhatia,1,8,3,2,0,6,1,0
