Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
RP Singh,4,27,10,11,16,0,1,1
S Sreesanth,4,23,12,11,12,0,1,1
P Parameswaran,4,29,14,5,12,12,0,2
R Vinay Kumar,4,24,11,12,12,0,3,2
RV Gomez,2,16,3,8,8,0,0,0
RA Jadeja,2,14,4,10,4,0,2,0
