Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Ankit Sharma,4,23,10,17,0,6,0,2
DS Kulkarni,4,26,11,12,8,6,3,0
JP Faulkner,4,46,10,8,20,18,2,0
KK Cooper,3,26,8,10,4,12,1,0
STR Binny,1,12,1,4,8,0,0,0
R Bhatia,4,39,4,19,8,12,0,0
