Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
SMSM Senanayake,4,18,10,14,4,0,0,1
L Balaji,4,21,13,15,0,6,2,2
SP Narine,4,22,11,14,8,0,0,4
JH Kallis,4,17,10,17,0,0,0,2
RN ten Doeschate,1,14,1,4,4,6,0,0
YK Pathan,1,6,1,6,0,0,1,0
R Bhatia,2,14,1,10,4,0,0,0
