Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
B Kumar,4,38,10,12,20,6,1,1
Bipul Sharma,4,30,10,10,8,12,1,1
Mohammed Siraj,4,42,6,14,16,12,1,0
S Kaul,3,45,1,11,16,18,0,0
Rashid Khan,4,17,10,13,4,0,0,1
MC Henriques,1,4,2,4,0,0,0,0
