Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
R Dravid,23,25,13,11,8,6,True,run out,
AM Rahane,24,12,18,6,0,6,True,caught,KV Sharma
SR Watson,20,11,11,11,0,0,True,caught,NLTC Perera
SV Samson,7,5,2,5,0,0,True,caught,A Mishra
STR Binny,8,8,3,4,4,0,True,bowled,NLTC Perera
BJ Hodge,7,8,2,4,4,0,True,bowled,DW Steyn
Sachin Baby,6,3,5,3,0,0,True,lbw,A Mishra
JP Faulkner,3,6,2,0,0,6,True,caught,KV Sharma
KK Cooper,12,26,3,8,12,6,True,caught,DW Steyn
PV Tambe,5,3,3,3,0,0,False,,
SK Trivedi,1,0,1,0,0,0,False,,
