Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
TG Southee,4,35,6,21,8,6,1,0
MJ McClenaghan,4,37,7,13,24,0,2,1
Harbhajan Singh,4,28,14,6,16,6,1,2
JJ Bumrah,4,35,9,9,20,6,0,0
HH Pandya,1,10,2,6,4,0,0,0
KA Pollard,2,22,3,8,8,6,1,0
KH Pandya,1,5,1,5,0,0,0,0
