Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
S Nadeem,4,30,8,16,8,6,0,0
Mohammed Shami,3,33,6,11,16,6,1,1
CH Morris,4,29,10,15,8,6,6,2
Z Khan,3,25,5,13,12,0,0,1
CR Brathwaite,2,20,1,10,4,6,0,0
A Mishra,4,36,7,18,12,6,1,0
