Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Iqbal Abdulla,3,18,9,8,4,6,1,0
B Lee,4,34,7,20,8,6,0,1
YK Pathan,1,9,3,5,4,0,1,0
SP Narine,4,24,9,20,4,0,1,1
JH Kallis,4,20,11,12,8,0,1,2
R Bhatia,3,21,4,17,4,0,2,0
LR Shukla,1,7,1,7,0,0,0,0
