Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
TG Southee,4,26,13,8,12,6,1,1
MJ McClenaghan,4,34,11,10,12,12,3,1
JJ Bumrah,4,28,11,12,4,12,2,0
KH Pandya,4,15,11,15,0,0,0,1
Harbhajan Singh,3,19,5,13,0,6,0,0
KA Pollard,1,22,2,0,4,18,1,0
