Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
JH Kallis,9,11,5,3,8,0,True,caught,SL Malinga
R Dravid,22,23,10,11,12,0,True,run out,
KP Pietersen,14,19,7,11,8,0,True,stumped,Harbhajan Singh
RV Uthappa,13,26,4,6,8,12,True,caught,KA Pollard
LRPL Taylor,29,31,10,21,4,6,False,,
V Kohli,6,9,4,5,4,0,True,caught,KA Pollard
MK Pandey,8,5,5,5,0,0,True,caught,KA Pollard
P Kumar,2,1,1,1,0,0,True,bowled,Harbhajan Singh
R Vinay Kumar,8,8,1,8,0,0,True,bowled,SL Malinga
DW Steyn,5,5,3,1,4,0,True,bowled,CRD Fernando
A Kumble,2,1,2,1,0,0,False,,
