Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RS Bopara,4,1,3,1,0,0,True,lbw,Z Khan
SE Marsh,46,57,18,27,24,6,True,bowled,SL Malinga
MS Bisla,9,11,4,7,4,0,True,caught,SL Malinga
DPMD Jayawardene,18,20,7,12,8,0,True,run out,
Yuvraj Singh,3,2,2,2,0,0,True,caught,DJ Bravo
IK Pathan,14,18,2,14,4,0,True,caught,SL Malinga
B Lee,3,3,2,3,0,0,True,caught,Z Khan
K Goel,3,1,2,1,0,0,True,bowled,SL Malinga
PP Chawla,12,22,5,10,12,0,True,run out,
VS Malik,4,6,2,2,4,0,True,bowled,Z Khan
SJ Srivastava,1,1,0,1,0,0,False,,
