Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
R Dravid,5,3,3,3,0,0,True,caught,MM Patel
AM Rahane,31,40,14,12,16,12,True,caught,KA Pollard
SP Goswami,1,0,1,0,0,0,True,caught,MM Patel
OA Shah,41,76,13,26,20,30,True,bowled,SL Malinga
AL Menaria,15,20,7,6,8,6,True,caught,KA Pollard
J Botha,3,2,2,2,0,0,True,caught,SL Malinga
KK Cooper,6,14,2,2,0,12,True,bowled,MM Patel
AA Chavan,2,4,1,0,4,0,True,caught,KA Pollard
A Singh,2,0,3,0,0,0,True,bowled,KA Pollard
SK Trivedi,6,5,3,5,0,0,False,,
GB Hogg,5,2,3,2,0,0,True,caught,MM Patel
