Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Z Khan,4,26,10,14,12,0,1,0
R McLaren,4,41,9,11,24,6,2,0
SL Malinga,4,21,10,17,4,0,1,2
AG Murtaza,4,46,7,14,8,24,0,1
R Sathish,3,50,4,6,20,24,1,1
ST Jayasuriya,1,19,0,3,4,12,0,0
