Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Mohammed Shami,3,15,9,7,8,0,1,1
Arshdeep Singh,2,24,4,6,12,6,1,0
R Ashwin,4,37,10,11,8,18,1,1
AJ Tye,3,39,6,9,12,18,2,1
M Ashwin,2,24,0,10,8,6,0,0
SM Curran,4,39,8,17,16,6,2,0
