Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
P Kumar,4,30,14,8,16,6,1,0
JH Kallis,4,19,13,11,8,0,1,1
D du Preez,3,24,6,12,12,0,0,1
A Kumble,2,12,6,8,4,0,0,0
RE van der Merwe,1,11,1,5,0,6,0,0
R Vinay Kumar,1,8,4,2,0,6,1,0
