Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MJ Guptill,1,0,1,0,0,0,True,caught,JD Unadkat
SE Marsh,13,10,9,2,8,0,True,caught,SN Thakur
WP Saha,17,13,10,7,0,6,True,caught,DT Christian
EJG Morgan,4,4,3,0,4,0,True,run out,
R Tewatia,3,4,2,0,4,0,True,caught,SN Thakur
GJ Maxwell,3,0,4,0,0,0,True,caught,SN Thakur
AR Patel,20,22,9,12,4,6,True,caught,DT Christian
Swapnil Singh,17,10,8,10,0,0,True,caught,JD Unadkat
MM Sharma,12,6,7,6,0,0,True,caught,A Zampa
I Sharma,5,1,4,1,0,0,True,caught,A Zampa
