Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
DJ Bravo,3,1,2,1,0,0,True,caught and bowled,MM Patel
YV Takawale,22,18,12,10,8,0,True,caught,SK Trivedi
AM Rahane,6,3,4,3,0,0,True,caught,SK Warne
SR Tendulkar,30,40,10,18,16,6,True,lbw,SK Warne
ST Jayasuriya,19,16,10,16,0,0,True,caught,SK Warne
JP Duminy,5,4,2,4,0,0,True,bowled,SK Trivedi
AM Nayar,18,35,5,13,16,6,True,run out,
Harbhajan Singh,7,7,3,7,0,0,False,,
DS Kulkarni,4,1,4,1,0,0,True,lbw,MM Patel
C Nanda,1,0,1,0,0,0,True,run out,
SL Malinga,1,0,1,0,0,0,True,run out,
