Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
MN Samuels,4,33,9,15,12,6,1,1
B Kumar,4,17,12,13,4,0,1,1
AB Dinda,4,28,11,12,16,0,1,2
AD Mathews,2,16,2,8,8,0,0,0
R Sharma,4,21,9,13,8,0,0,1
Yuvraj Singh,2,8,6,8,0,0,0,1
