Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AP Tare,17,18,10,6,12,0,True,bowled,TS Mills
SW Billings,19,25,5,15,4,6,True,caught,Iqbal Abdulla
KK Nair,3,4,2,0,4,0,True,bowled,B Stanlake
SV Samson,11,13,4,9,4,0,True,caught,B Stanlake
RR Pant,36,57,14,21,12,24,True,bowled,P Negi
CH Morris,5,4,1,4,0,0,True,lbw,Iqbal Abdulla
CR Brathwaite,5,1,4,1,0,0,True,bowled,YS Chahal
PJ Cummins,6,6,3,2,4,0,True,bowled,SR Watson
A Mishra,14,8,7,8,0,0,False,,
S Nadeem,2,0,2,0,0,0,True,caught and bowled,P Negi
Z Khan,1,1,0,1,0,0,False,,
