Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
SR Watson,4,19,15,7,12,0,1,2
Sohail Tanvir,4,30,15,6,12,12,2,0
MM Patel,3,20,9,6,8,6,0,2
SK Trivedi,4,27,14,9,12,6,2,1
SK Warne,4,23,15,7,4,12,1,1
YK Pathan,1,10,1,4,0,6,0,0
