Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
B Chipli,11,8,7,4,4,0,True,bowled,MS Gony
W Jaffer,33,50,14,18,20,12,True,caught,P Amarnath
LRPL Taylor,34,53,10,23,12,18,True,caught,P Amarnath
JH Kallis,10,14,2,6,8,0,True,caught,Joginder Sharma
MV Boucher,6,4,3,4,0,0,True,caught,MS Gony
V Kohli,7,12,2,4,8,0,True,bowled,JA Morkel
R Dravid,1,0,1,0,0,0,True,lbw,MS Gony
P Kumar,5,6,0,6,0,0,True,run out,
Z Khan,6,8,1,4,4,0,True,run out,
B Akhil,2,2,1,2,0,0,False,,
DW Steyn,2,1,1,1,0,0,True,caught,Joginder Sharma
