Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
PP Shaw,1,0,1,0,0,0,True,caught,R Ashwin
SS Iyer,22,28,11,8,20,0,True,bowled,GC Viljoen
S Dhawan,23,30,11,14,16,0,True,lbw,R Ashwin
RR Pant,25,39,9,15,12,12,True,bowled,Mohammed Shami
CA Ingram,29,38,10,16,16,6,True,caught,SM Curran
CH Morris,1,0,1,0,0,0,True,run out,
GH Vihari,5,2,3,2,0,0,True,bowled,Mohammed Shami
HV Patel,2,0,3,0,0,0,True,caught,SM Curran
Avesh Khan,3,4,2,0,4,0,False,,
K Rabada,1,0,1,0,0,0,True,bowled,SM Curran
S Lamichhane,1,0,1,0,0,0,True,bowled,SM Curran
