Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
R Ashwin,4,28,11,14,8,6,3,2
SM Curran,2,10,9,6,4,0,3,4
Mohammed Shami,4,27,12,9,12,6,0,2
GC Viljoen,3,22,10,6,16,0,4,1
Mujeeb Ur Rahman,4,35,8,13,16,6,1,0
M Ashwin,2,19,3,7,12,0,0,0
