Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Z Khan,4,30,11,10,8,12,2,1
Mohammed Shami,4,30,12,10,8,12,1,0
PJ Cummins,4,19,12,15,4,0,3,2
A Mishra,2,26,3,6,8,12,0,0
CJ Anderson,4,36,5,18,12,6,2,0
S Nadeem,2,11,5,7,4,0,1,1
