Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
SV Samson,2,0,2,0,0,0,True,caught,Avesh Khan
SS Iyer,30,32,13,18,8,6,True,caught,HV Patel
KK Nair,21,26,12,6,20,0,True,caught,SR Watson
RR Pant,33,45,9,21,12,12,True,bowled,HV Patel
MN Samuels,1,0,1,0,0,0,True,bowled,HV Patel
CJ Anderson,9,3,6,3,0,0,True,stumped,TM Head
PJ Cummins,3,7,1,1,0,6,True,caught,TM Head
Mohammed Shami,9,21,2,3,12,6,True,stumped,P Negi
A Mishra,4,7,2,1,0,6,True,bowled,P Negi
S Nadeem,5,2,4,2,0,0,True,caught,P Negi
Z Khan,1,1,0,1,0,0,False,,
