Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
JH Kallis,8,5,5,5,0,0,True,caught,A Singh
BB McCullum,4,2,2,2,0,0,True,lbw,AA Chavan
G Gambhir,1,0,1,0,0,0,True,caught,A Singh
DB Das,14,12,8,6,0,6,True,bowled,KK Cooper
MK Tiwary,48,59,16,31,28,0,True,bowled,J Botha
YK Pathan,13,15,7,9,0,6,True,caught,SK Trivedi
R Bhatia,8,8,4,4,4,0,True,caught and bowled,SK Trivedi
LR Shukla,8,8,5,2,0,6,True,caught,AA Chavan
B Lee,11,25,4,5,8,12,True,bowled,KK Cooper
SP Narine,1,0,1,0,0,0,True,bowled,KK Cooper
Iqbal Abdulla,2,1,1,1,0,0,False,,
