Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
HM Amla,1,0,1,0,0,0,True,lbw,B Kumar
GJ Maxwell,12,10,9,2,8,0,True,caught,B Kumar
M Vohra,48,95,16,29,36,30,True,lbw,B Kumar
EJG Morgan,17,13,9,7,0,6,True,bowled,Mohammad Nabi
DA Miller,6,1,5,1,0,0,True,bowled,Rashid Khan
WP Saha,2,0,2,0,0,0,True,bowled,Rashid Khan
AR Patel,12,7,6,7,0,0,True,caught,MC Henriques
MM Sharma,5,10,2,4,0,6,True,caught,B Kumar
KC Cariappa,5,1,4,1,0,0,True,bowled,B Kumar
I Sharma,5,2,4,2,0,0,True,bowled,S Kaul
Sandeep Sharma,3,5,1,5,0,0,False,,
