Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
SM Pollock,4,27,11,9,12,6,0,2
A Nehra,1,9,3,1,8,0,0,0
CRD Fernando,4,39,10,9,24,6,3,1
DS Kulkarni,3,12,10,8,4,0,8,0
DJ Bravo,4,24,12,10,8,6,1,1
ST Jayasuriya,4,13,15,9,4,0,1,3
