Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DW Steyn,4,29,8,15,8,6,1,2
NA Saini,4,23,15,9,8,6,3,1
UT Yadav,4,46,12,6,16,24,5,2
P Negi,1,7,2,3,4,0,0,0
MP Stoinis,3,19,9,9,4,6,3,0
YS Chahal,4,24,7,18,0,6,0,1
