Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
A Nehra,4,30,13,8,16,6,1,1
M Morkel,4,31,11,15,4,12,2,1
IK Pathan,4,39,6,17,16,6,1,0
UT Yadav,4,22,9,18,4,0,0,2
S Nadeem,4,26,11,12,8,6,0,1
