Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
IC Pandey,4,27,14,5,16,6,0,2
MM Sharma,2,17,4,5,12,0,0,0
R Ashwin,4,24,13,10,8,6,0,0
RA Jadeja,3,16,6,8,8,0,0,0
SK Raina,1,8,1,4,4,0,0,0
P Negi,3,28,5,10,12,6,0,2
