Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
SM Pollock,3,14,10,10,4,0,0,1
A Nehra,3,32,9,4,16,12,2,0
VS Yeligati,4,42,8,10,20,12,3,0
SD Chitnis,4,35,8,15,8,12,6,2
CRD Fernando,4,36,9,10,20,6,0,1
DR Smith,2,18,5,8,4,6,1,0
