Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
JA Morkel,3,35,6,13,16,6,1,1
S Tyagi,2,10,7,6,4,0,1,0
MS Gony,1,19,2,1,0,18,0,0
M Muralitharan,4,36,6,16,8,12,1,0
SB Jakati,2,20,4,6,8,6,0,1
L Balaji,4,40,3,22,12,6,1,1
SK Raina,2,8,4,8,0,0,2,0
