Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
DR Smith,6,7,2,3,4,0,True,bowled,S Aravind
BB McCullum,12,11,8,3,8,0,True,caught,YS Chahal
RA Jadeja,18,21,10,7,8,6,True,caught and bowled,CJ Jordan
KD Karthik,4,2,2,2,0,0,True,caught,CJ Jordan
AJ Finch,35,37,20,19,12,6,True,caught,Sachin Baby
DJ Bravo,2,1,1,1,0,0,True,lbw,YS Chahal
AD Nath,6,3,3,3,0,0,True,bowled,YS Chahal
P Kumar,4,1,3,1,0,0,True,bowled,CJ Jordan
DS Kulkarni,2,2,2,2,0,0,True,bowled,CJ Jordan
PV Tambe,18,7,15,3,4,0,False,,
S Kaushik,1,0,1,0,0,0,True,caught,Sachin Baby
