Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
IK Pathan,3,16,7,12,4,0,0,1
S Sreesanth,4,50,6,16,16,18,1,1
SJ Srivastava,4,39,6,13,20,6,0,1
PP Chawla,3,24,4,14,4,6,0,0
Bipul Sharma,2,19,2,9,4,6,0,1
Yuvraj Singh,4,21,11,11,4,6,0,2
