Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AM Rahane,39,42,13,26,16,0,True,caught,YS Chahal
SR Watson,5,10,1,2,8,0,True,caught,S Aravind
SV Samson,8,5,4,5,0,0,True,caught,HV Patel
SPD Smith,13,12,5,8,4,0,True,caught,D Wiese
KK Nair,13,12,8,4,8,0,True,caught,HV Patel
DJ Hooda,14,11,7,11,0,0,True,caught,D Wiese
JP Faulkner,4,4,4,0,4,0,True,caught and bowled,S Aravind
STR Binny,1,0,1,0,0,0,True,run out,
CH Morris,3,0,3,0,0,0,True,caught,MA Starc
Ankit Sharma,5,7,1,3,4,0,False,,
DS Kulkarni,9,3,7,3,0,0,True,bowled,YS Chahal
