Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
BB McCullum,6,7,4,3,4,0,True,bowled,IK Pathan
M Klinger,6,2,4,2,0,0,True,caught,M Morkel
DPMD Jayawardene,26,18,17,10,8,0,True,caught,AB Agarkar
PA Patel,3,1,2,1,0,0,True,bowled,IK Pathan
BJ Hodge,25,27,9,15,12,0,True,caught,M Morkel
RA Jadeja,22,31,5,13,12,6,True,caught,AB Agarkar
B Akhil,9,13,3,7,0,6,True,caught,M Morkel
R Vinay Kumar,9,11,3,5,0,6,True,caught,RE van der Merwe
RR Powar,1,0,1,0,0,0,True,bowled,RE van der Merwe
S Sreesanth,2,0,2,0,0,0,True,bowled,RE van der Merwe
RP Singh,1,1,0,1,0,0,False,,
