Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RV Uthappa,8,8,4,4,4,0,True,caught,Iqbal Abdulla
JD Ryder,22,22,15,10,0,12,True,bowled,YK Pathan
MJ Clarke,18,13,9,13,0,0,True,stumped,YK Pathan
SC Ganguly,8,5,3,5,0,0,True,lbw,Shakib Al Hasan
AP Majumdar,21,17,8,17,0,0,True,stumped,Shakib Al Hasan
CJ Ferguson,18,12,7,12,0,0,True,caught,R Bhatia
Harpreet Singh,6,6,1,6,0,0,True,caught and bowled,SP Narine
WD Parnell,5,3,2,3,0,0,True,caught,L Balaji
B Kumar,6,3,3,3,0,0,False,,
AG Murtaza,5,3,2,3,0,0,False,,
