Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Z Khan,4,48,6,16,20,12,0,0
S Nadeem,4,32,8,12,8,12,0,0
CH Morris,4,34,8,16,12,6,1,2
A Mishra,3,27,5,9,12,6,0,0
Imran Tahir,4,24,9,14,4,6,2,3
JP Duminy,1,4,2,4,0,0,0,1
