Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
KL Rahul,29,47,11,15,8,24,True,caught,Washington Sundar
MA Agarwal,11,15,5,3,12,0,True,caught,UT Yadav
AJ Finch,1,0,1,0,0,0,True,lbw,UT Yadav
Yuvraj Singh,4,4,3,0,4,0,True,bowled,UT Yadav
KK Nair,26,29,9,17,12,0,True,bowled,K Khejroliya
MP Stoinis,8,11,4,5,0,6,True,stumped,Washington Sundar
AR Patel,3,2,1,2,0,0,True,lbw,K Khejroliya
R Ashwin,21,33,4,15,12,6,True,stumped,YS Chahal
AJ Tye,7,7,3,7,0,0,True,caught,CR Woakes
MM Sharma,1,1,2,1,0,0,False,,
Mujeeb Ur Rahman,2,0,2,0,0,0,True,caught,CR Woakes
