Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
AR Patel,4,25,10,13,12,0,1,1
R Ashwin,4,30,11,8,16,6,0,2
Mujeeb Ur Rahman,4,29,11,9,8,12,1,1
AJ Tye,4,26,8,18,8,0,2,1
MM Sharma,4,45,3,13,20,12,0,0
