Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Mohammed Shami,4,21,11,11,4,6,1,1
SM Curran,4,32,10,12,20,0,2,0
GC Viljoen,4,38,8,10,28,0,1,2
Harpreet Brar,2,24,0,10,8,6,0,0
R Ashwin,3,24,8,10,8,6,2,0
M Ashwin,3,16,9,12,4,0,5,0
