Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AC Gilchrist,22,26,11,10,16,0,True,bowled,DJG Sammy
Mandeep Singh,2,0,2,0,0,0,True,caught,DW Steyn
SE Marsh,20,18,11,6,12,0,True,caught,DJG Sammy
DA Miller,7,6,4,2,4,0,True,caught,DJG Sammy
LA Pomersbach,38,33,22,23,4,6,False,,
R Sathish,17,25,7,9,4,12,True,run out,
PP Chawla,2,0,2,0,0,0,True,caught,NLTC Perera
P Kumar,3,1,2,1,0,0,True,bowled,DW Steyn
Harmeet Singh,4,3,2,3,0,0,True,run out,
P Awana,1,0,1,0,0,0,True,caught,DJG Sammy
Sandeep Sharma,1,0,1,0,0,0,False,,
