Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Ankit Sharma,2,13,4,9,4,0,2,0
DW Steyn,4,25,10,17,8,0,0,0
V Pratap Singh,3,34,7,10,12,12,2,2
DT Christian,4,34,7,20,8,6,2,1
AA Jhunjhunwala,3,13,9,13,0,0,1,1
A Mishra,2,18,2,12,0,6,0,1
A Ashish Reddy,2,15,3,11,4,0,1,1
